9/26/2022,10381
9/27/2022,8879
9/28/2022,8660
9/29/2022,6431
9/30/2022,6030
10/1/2022,365
10/2/2022,10357
10/3/2022,10526
10/4/2022,9245
10/5/2022,5291
10/6/2022,4651
10/7/2022,5741
10/8/2022,800
10/9/2022,540
10/10/2022,6074
10/11/2022,68
10/12/2022,9714
10/13/2022,5095
10/14/2022,4578
10/15/2022,10841
10/16/2022,5805
10/17/2022,6676
10/18/2022,2547
10/19/2022,203
10/20/2022,10988
10/21/2022,604
10/22/2022,9057
10/23/2022,3787
10/24/2022,2397
10/25/2022,10984
10/26/2022,9807
10/27/2022,1703
10/28/2022,6382
10/29/2022,9793
10/30/2022,8592
10/31/2022,1279
11/1/2022,8005
11/2/2022,5297
11/3/2022,7166
11/4/2022,4070
11/5/2022,4252
11/6/2022,606
11/7/2022,6443
11/8/2022,10827
11/9/2022,8140
11/10/2022,5740
11/11/2022,10844
11/12/2022,8834
11/13/2022,3695
11/14/2022,4152
11/15/2022,10662
11/16/2022,8791
11/17/2022,7791
11/18/2022,9940
11/19/2022,831
11/20/2022,2999
11/21/2022,2254
11/22/2022,1161
11/23/2022,808
11/24/2022,4233
11/25/2022,3562
11/26/2022,3301
11/27/2022,1530
11/28/2022,7387
11/29/2022,6425
11/30/2022,9909
12/1/2022,9752
12/2/2022,4533
12/3/2022,7079
12/4/2022,3305
12/5/2022,5286
12/6/2022,4313
12/7/2022,1503
12/8/2022,6501
12/9/2022,8201
12/10/2022,1723
12/11/2022,9501
12/12/2022,9878
12/13/2022,1844
12/14/2022,5976
12/15/2022,6171
12/16/2022,10265
12/17/2022,2607
12/18/2022,10667
12/19/2022,2310
12/20/2022,836
12/21/2022,2618
12/22/2022,9813
12/23/2022,5907
12/24/2022,6849
12/25/2022,470
12/26/2022,8794
12/27/2022,528
12/28/2022,2327
12/29/2022,2200
12/30/2022,237
12/31/2022,618
,4898
,1307
,3212
,1007
,1322
,10409
,6956
,8656
,8653
,3462
,3207
,9210
,1309
,4431
,9106
,7737
,1698
,1117
,3826
,5297
,5589
,3199
,9089
,5967
,3156
,5919
,2855
,5985
,1780
,6267
,6303
,9855
,3843
,1816
,2876
,5973
,2888
,709
,6509
,4320
,10342
,2616
,4887
,10470
,6084
,4573
,2457
,10205
,4627
,7927
,1703
,5034
,7042
,4292
,9456
